job_id,title,description,formatted_experience_level,formatted_work_type,location,salary,key_skills,company_name_encoded,source_split
train-14572,full stack developer,Experience with visualization libraries using javascript;Team experience in a small cross-functional,3-5 yrs,analytics,Bengaluru,10to15,"javascript, react.js, node.js, aws, data analytics, product development..",4331,train
train-14574,business system analyst,2+ years experience in any data visualization tools / Dashboards like Power-BI / Tableau / D3 etc;2,2-7 yrs,,Bengaluru,10to15,"hadoop, hive, data visualization, machine learning, big data, python..",974,train
train-14575,insurance underwriting (non - voice),Should OK with night shifts;Candidate typing speed should be good;Should be graduate;Requirement:;Should,2-7 yrs,,Thane,0to3,"insurance underwriting, underwriting, team leader, back office operations..",4140,train
train-14580,java / big data,Should have exposure to complete product development lifecycle including production support; 10,5-10 yrs,,Bengaluru,25to50,"algorithms, java, cassandra, scala, spark, hadoop, data structures, mongodb..",2325,train
train-14584,digital architect - global operation and analytics center,"-Proven skills in web development including experience in HTML5, CSS, JavaScript, JQuery, R, Bootstrap",5-8 yrs,Analytics,Bengaluru,15to25,"html5, css, javascript, jquery, bootstrap, php, leaflets, rpostgresql",1122,train
train-14587,analyst - background verification (day shift),Should be focused on quality and error free reports;Should have the ability to work under the scope of,1-5 yrs,,Bengaluru(Indira Nagar),0to3,"background verification, backend, back office, back office operations..",4682,train
train-14594,"data engineer, data analyst",Candidates should be able to lead database management from initial concept to deployment;2+ years of,2-4 yrs,,Chennai,6to10,"ms sql, database management, data analysis, sql database, data engineer..",4079,train
train-14595,credit analyst & asst. manager,Experience in financial cash flow projection is must;Team Player with good Management skills to develop,2-6 yrs,,Mumbai,10to15,"credit analysis, credit rating, credit risk, vba, cash flow..",3992,train
train-14596,ui/ux developer - photoshop/illustrator,Candidates are required to join within 2 weeks;- 2-4 years of progressive experience in building web,3-5 yrs,,Chennai,10to15,"photoshop, illustrator, visual design, fireworks, javascript..",655,train
train-14597,national sales manager - general trade - fmcg,- Leads representation in regional events to support business development as,10-20 yrs,,Bengaluru,25to50,"regional sales, marketing, business development, key account management..",3006,train
train-14598,"recruiter/ sr. recruiter - us process - nlb services, noida",Must have basic computer operating skills;Agility is required as this may involve working in US timings.,0-5 yrs,,Noida,3to6,"recruitment, sourcing, staff augmentation, w2, talent acquisition..",2892,train
train-14599,hiring mis analyst in bangalore(must know sql+advanced excel),Must have Practical knowledge of SQL+ Advanced Excel; The Candidate Should know,1-3 yrs,,Bengaluru(Singasandra),3to6,"data analysis, sql, advanced excel, syntax, shortcut formulas, pivot table",7,train
train-14602,senior software development engineer - test - automation testing,Experience with testing frameworks like testng is compulsory;- Looking for a challenging projects to,8-10 yrs,,Hyderabad,10to15,"java, php, javascript, test cases, test analysis, automation testing..",2703,train
train-14603,malware analyst-hyderabad location,"7. Experience on malware reverse engineering, detection, signatures, threat modelling;At least two years",2-7 yrs,,Hyderabad,0to3,"malware analysis, reverse engineering, ollydbg",3203,train
train-14604,tracxn - investor relations - (iit / iim / isb) (2-6 yrs),Minimum of 2 years experience in a front end investment banking role with client,2-6 yrs,,Bengaluru,15to25,"investor relations, m&a, due diligence, market intelligence, mis, financial..",4474,train
train-14609,avp data scientist iit,Over 7+ years of experience in Data Scientist role. ; Education - Only IIT,7-12 yrs,Analytics,Mumbai(Matunga),15to25,"deep learning, machine learning, advanced analytics, r, python..",1284,train
train-14611,quality analyst,We are recruiting both junior and senior Quality who might have a range of experience to work from our,4-9 yrs,,Mysore,10to15,"quality analyst, selenium, c#, sql, performance testing, testing",457,train
train-14614,deputy general manager marketing,-Develop budget strategy document for Plant Heath segment products and drive implementation of strategy,12-20 yrs,,Chennai,15to25,"marketing management, product marketing, product training..",3686,train
train-14615,manager digital marketing,"Design and execute the digital strategy for the Ecommerce brand to help meet business, brand &",3-5 yrs,,Kolkata,15to25,"manager digital marketing, digital marketing, seo, sem, website traffic..",4436,train
train-14623,big data engineer - java / python / hadoop,"- Minimum of 8 years software development experience;- 5 + year experience working with traditional, SQL",8-10 yrs,,Hyderabad,15to25,"big data engineer, java, python, hadoop, no sql databases..",5005,train
train-14624,lead - learning & development - it,- Only Candidates from premier institute need apply;- Experience of leading cultural change and,8-12 yrs,,Bengaluru,10to15,"training delivery, learning, succession planning, culture building..",1623,train
train-14626,full stack engineer,Youd easily replace the framework if something better comes along and you would be able to write good,5-10 yrs,,"Bengaluru, Hyderabad, Singapore",15to25,"java ee, junit, intellij, maven, spring boot, apache tomcat, osgi, rest..",1869,train
train-14628,msbi lead/ developer (ssis & ssas),"Experience for version control system (TFS, VSS, CVS or etc), backlog management systems (JIRA, OpenALM,",5-8 yrs,Analytics,Bengaluru,15to25,"ssis, sql server, ssas, msbi, t - sql, etl, data warehousing, informatica..",714,train
train-14629,data scientist - kpo,"- Strong coding skillsin R/Python must and other open source softwares such Pig, hive, Mahout, etc",4-9 yrs,,Bengaluru,15to25,"hive, r, data science, neural networks, time series, python, data analysis",3030,train
train-14630,assistant manager- talent acquisition,"Should be aware of the source mix & ability to source various channels of recruitment (Job Boards,",3-8 yrs,,Delhi(Netaji Subhash Place),3to6,"recruitment, head hunting, x - ray search, resource planning, screening..",2698,train
train-14633,staff engineer - system design & development,"- Good designing skills and knowledge in prevailing practices regarding documentation, coding standards,",9-14 yrs,,Bengaluru,15to25,"taxation, design development, requirement analysis, system design..",4338,train
train-14636,product manager - monetisation strategy,- 2-4 years of experience as a Product Manager at a leading Fintech or Ad-Tech company;- Experience,2-5 yrs,,Mumbai,10to15,"marketing, sales, advertising, product management, iim, strategy, finance..",4426,train
train-14637,corporate planning analyst,Experience in roles involving program management of multiple initiatives/ managing multiple work streams,5-10 yrs,,Ahmedabad,3to6,"mis reporting, corporate planning, research analysis, service contracts",4112,train
train-14646,hr manager,"2. The candidate must be well versed with the recruitment tools like naukri.com, monster.com, LinkedIn,",2-3 yrs,,Delhi NCR,3to6,"recruitment, hr, onboarding, hiring, talent acquisition, kpo, bpo..",91,train
train-14647,senior front- end developer,- Collaborate with our team to create landing pages and optimizing user experience while Utilizing,2-5 yrs,,Mumbai,3to6,"seo, css, adwords, display advertising, webtrends, digital marketing, sem..",2176,train
train-14649,walk-in | kyc analyst | willis towers watson,"Night Shift 10.30 pm 6.30 am (Centralized pick up and home drop facility;1 - 3 years experience,",1-3 yrs,,Mumbai,0to3,"cdd, kyc, kyc analyst, kyc executive, kyc specialist, due diligence..",4779,train
train-14651,sr. manager- direct sales (corporate strategy & planning),Responsibilities: Entire Channel Strategy on business predication: 1.,5-10 yrs,,Navi Mumbai,10to15,"direct sales, strategic planning, corporate strategy",4073,train
train-14652,data analyst 1-4 years noida/singapore,Description: 1-4 year experience Building Qlikview/Tableau/Power BI/BIRT Visualization and Analysis with,1-4 yrs,ANALYTICS,"Noida, Singapore",6to10,"jquery, java, birt, tableau, qlikview, power bi, python, sql, r",1264,train
train-14653,senior big data engineer.,"End to End solution design including all the aspects like capacity planning, requirement gathering,",6-8 yrs,Analytics,"Bengaluru, Delhi NCR, Gurgaon",10to15,"hive, flume, hadoop, sqoop, hdfs, pig, big data analytics, java, python..",1054,train
train-14655,urgent hiring for advance analytics @ elcerx service ltd,Candidate should have worked hands on in developing predictive models in some of these areas - cross,5-10 yrs,Analytics,Pune,6to10,"analytics, predictive analytics, segmentation, r, sas, regression",4952,train
train-14663,hiring for a software engineer,"Degree or higher qualification in Computer Science, Computer Engineering, Information Science or related",2-5 yrs,Analytics,Bengaluru,3to6,"angularjs, javascript, core java, spring, html, oracle",921,train
train-14667,"lead digital products, sales & distribution",Focus on customer experience in product/ process design; Skills required - Product design,10-15 yrs,,Mumbai,15to25,"casa, lending, liabilities, investment products, cards portfolio..",153,train
train-14669,associate program manager - marathi - iit/nit/bits/iim/xlri,"- You have 1-4 years of experience in the field of general management, operations, sales, analytics etc",1-4 yrs,analytics,Mumbai,15to25,"operations management, sales analytics, secondary research..",2303,train
train-14671,associate manager,Candidates who have good communication skills;Candidates who have completed their graduation and have,2-5 yrs,,Mumbai(chinchpokli+1),0to3,"life insurance, general insurance, top management, channel partners..",1815,train
train-14672,senior software engineer,"Experience in MS Visio, MS Project or any other project management tools;Experience in data model tools",8-13 yrs,,Bengaluru,10to15,senior software engineer,3114,train
train-14674,pas tax - analyst,Job purpose The primary role of a Tax Analyst is to analyse information to prepare accurate,3-5 yrs,,Bengaluru,0to3,"pas tax -  analyst, tax analyst, tax laws, tax analysis, tax calculations..",1305,train
train-14675,product manager - technology team,"- 2 years of related, applicable experience within technology;- Experience with leading edge development",2-7 yrs,,Mumbai,10to15,"mobile commerce, product management, design engineering, strategy, creative..",3838,train
train-14676,manager/sr. manager corporate controller - gurgaon,At least 8 year of experience in various capacities in the Finance Function with demonstrated experience,5-10 yrs,,Delhi NCR,10to15,"accounting, finance function, business partnering, fpna, fpa..",2575,train
train-14681,research strategist | disruptive market research co. | mumbai,1-5 years of experience in a primary qualitative market research agency is mandatory;Should have,1-5 yrs,,Mumbai,10to15,"research analyst, research executive, research specialist..",4577,train
train-14686,immediate requirement for sap fico consultant at delhi,"Headquartered in Chicago, Echelon was founded in 2009 by ex-SAP leaders with 20+ years of experience in",8-13 yrs,,Delhi NCR,15to25,"internal orders, asset accounting, sap fico, cost center accounting, co..",1266,train
train-14688,vice president marketing - eg innovations,10+ years of well-rounded marketing leadership experience with recent and significant experience,10-20 yrs,,Chennai,25to50,"sales enablement, digital marketing, sem, seo, google adwords..",4954,train
train-14690,assistant manager/ manager- chemicals & energy,o He/she should have a proven track record of providing continuous thought leadership to clients in,5-10 yrs,,Navi Mumbai,15to25,"client engagement, primary research, project management, energy efficiency",888,train
train-14693,analytics professional - commercial banking,A hand on analytical deep dive into the process and designing solutions is must requirement for the role,2-7 yrs,Analytics,Bengaluru,6to10,"analytics, commercial banking, credit risk, sas, wmr analytics..",2981,train
train-14694,senior analyst,"Good Interpersonal skills with the good problem-solving approach;Good analytical skills for MIS, number",2-5 yrs,,Bengaluru,6to10,"wfm, rta, iex, scheduling, forecasting, mis, avaya cms, aspect..",1547,train
train-14696,business finance manager (malad),Financial Business Analysts must conduct complex financial analysis to determine present and future,5-8 yrs,,Mumbai,10to15,"business finance, financial analysis, budgeting, forecasting..",3649,train
train-14699,head - trading - market making / high frequency trading,- A minimum of three years prior experience in a similar role;- A strong academic background from a top,9-14 yrs,,Anywhere inindia,15to25,"high frequency trading, trading head, trading, programming, testing..",3319,train
train-14701,development manager- analytics,Minimum of 7 year work experience and 3 years management experience;At least 3 years of Analytics,7-9 yrs,Analytics,Bengaluru,6to10,"business analysis, research analysis, business intelligence, data analytics..",3675,train
train-14703,credit manager - secured/unsecured business - nbfc,We have been retained by a large Listed NBFC to recruit Credit Manager for Secured and Unsecured,2-5 yrs,,"Ahmedabad, Chennai, Delhi NCR, Kolkata, Mumbai, Pune",10to15,"credit management, credit underwriting, client interaction, credit analysis..",1210,train
train-14704,compliance- analytics professional,2 to 4 years working experience in compliance in the BFSI space;2-4 years of experience of using,2-4 yrs,Analytics,Mumbai,6to10,"compliance- analytics  professional, analytics, algorithms..",440,train
train-14707,urgent job opening for machine learning engineer role @ trivandrum,Verify algorithms by simulation and user tests Develop NLP or other text analytic components Research,6-11 yrs,analytic,Trivandrum,15to25,machine learning,4541,train
train-14709,microsoft bot framework,"- 4 - 5 years of strong experience on Microsoft Azure , ASPNET / MVC and general purpose programming",4-5 yrs,,Mumbai,6to10,"debugging, outsourcing, artificial intelligence, operations, asp.net mvc..",190,train
train-14710,resolve hiring for clinical research data analyst positions,Send Follow Up letters to sites and submit Visit Reports to the Clinical Team Leader/ Project Manager as,0-0 yrs,,"Bengaluru, Hyderabad, Anantapur",0to3,"molecular biology, biotechnology, biochemistry, zoology, microbiology..",3590,train
train-14712,test analyst (tbancs),Require storong experience in manual testing;Should have 1+ yr of experience on TCS Bancs product,2-4 yrs,,Pune,10to15,"manual testing, test analysis, test cases, test data, test planning, qc..",837,train
train-14714,"recruitment adviser supporting university of wollongong, australia",The candidate should have excellent organisational and interpersonal skills and should have the ability,5-8 yrs,,"Delhi NCR, Mumbai",10to15,"marketing, promotional campaigns, market research, data analysis..",3674,train
train-14715,engineer senior analyst - hpc specialist,The candidate should be able to employ a methodical approach towards evaluating new and emerging,2-5 yrs,,Pune,6to10,"linux, windows, troubleshooting, firewall, fpga, financial modelling..",910,train
train-14717,asst. manager / dy. manager,"Experience in Retail, FMCG will be preferred;Postgraduate Qualification in HR;Experience Essentials;Male",2-6 yrs,,"Bengaluru, Kolkata, Delhi",3to6,"recruitment, hr policies, selection, campus hiring, employee training, dy..",4603,train
train-14719,opening for senior medical coder,Graduate with excellent communication skills in English;Proficient in understanding medical terminology,2-7 yrs,,Mumbai,0to3,"medical coding, ascribe, verbatim, oec, open ended coding..",1058,train
train-14721,hiring service desk analyst & service desk associate(voice),Candidates must be GOOD in verbal and written communication skills;Candidates must be open to a 24x7,1-4 yrs,,Hyderabad,0to3,"service desk, incident management, change management, technical support..",4369,train
train-14722,senior infrastructure and cloud architect,"Must possess strong written and verbal communication skills and must be capable of the understanding,",12-15 yrs,,Bengaluru(Bellandur),25to50,"spark, linux, aws, hadoop, solr, cloud computing, azure..",3857,train
train-14726,chartered accountant-credit appraiser- self employed-mumbai,-Assess credit worthiness of the self employed customers. -Customer interaction vis a vis loan,0-3 yrs,,Mumbai,0to3,"execution, loan servicing, customer interaction, ca, credit analyst, credit..",1966,train
train-14734,senior principal data engineer - python,- Must be able to coordinate collaboratively across traditional engineering disciplines and effectively,10-16 yrs,,Bengaluru,25to50,"etl, linux, data science, software development, computer science..",4264,train
train-14736,business analyst/presales executive,"Good Analytical skills - well versed with MS Office (Word, Excel, PowerPoint) to prepare proposals,",4-7 yrs,,Chennai(Navalur),0to3,"frs, requirement gathering, rfis, business analysis, rfps..",2237,train
train-14737,hiring for mobile lead- quadlabs technologies_ gurgaon,Experience of development using web technologies;7. Ability to multi task and good time management,8-13 yrs,,Gurgaon,6to10,"objective c, cocoa touch, xcode, ios sdk, core data, sqlite, java, json..",3404,train
train-14739,seo lead | international digital agency | mumbai,They are pioneers in achieving an international collaborative work culture and established a strong,5-8 yrs,analytics,Mumbai,6to10,"performance marketing, online customer acquisition, google analytics..",4577,train
train-14740,scala programming language,2 Broad understanding and experience of real- time analytics and batch processing using apache spark,1-3 yrs,Analytics,Bengaluru,3to6,"shell scripting, analytics, business process, outsourcing, scala..",190,train
train-14741,payroll operations analyst- finance,"Resolving queries at first point of contact, escalating or referring on to regional payroll service",3-7 yrs,,Gurgaon,6to10,"service level, hr, customer service, customer support, query resolution..",3541,train
train-14745,junior enterprise architect - erp,"Plan to Produce: The processes required for Supply Chain planning, including project systems integration,",9-10 yrs,,Bengaluru,10to15,"inventory management, enterprise architect, solution architecture..",686,train
train-14746,quality analyst / quality consultant,6 months of international Voice OR 2 years of Domestic Voice experience required;Only Graduates;Good,1-4 yrs,,Gurgaon,0to3,"quality consultant, quality analysis, customer care executive..",2721,train
train-14749,data architect - sql/big data,- Ability to deal with sensitive and confidential material and adhere to worldwide data security and,4-6 yrs,,Delhi NCR,6to10,"data modeling, ms sql, data warehousing, data architecture, big data..",2016,train
train-14751,business development officer,"o Solid experience in opportunity qualification, calling and account development;o Proficient in MS",0-1 yrs,,Chandigarh,3to6,"business development, sales, account development, written communication..",4626,train
train-14752,cirt investigator,"3 years experience in using malware research tools including dis-assemblers (IDAPro), debuggers",5-7 yrs,,Mumbai,6to10,life enforcenment,910,train
train-14757,manager collections strategy,"1. 5+ years combined experience in financial services, collections, operations, data analysis and",5-7 yrs,,Hyderabad,6to10,"sas sql, chaid, excel, segmentation, data analysis, data mining..",1871,train
train-14758,sas / r / python consultant / analysts (3 yr - 8 yr) @ delhi,"As a Data Analyst you have a sharp analytical bent, have prior experience in handling",3-8 yrs,,Delhi NCR,15to25,"sas, statistical analysis, statistical modeling, logistic regression..",699,train
train-14760,analyst - portfolio management & analytics - asset management division,"Should have a quantitative orientation and be comfortable with numbers/statistics, and at the same time",0-3 yrs,Analytics,Bengaluru,6to10,"sales strategy, marketing campaigns, finance, investment management..",3228,train
train-14762,pricing analyst,"Data analysis, statistical modeling and experience with common database formats;Minimum 5+ years of",4-9 yrs,Analytics,Bengaluru,15to25,"analytics, pricing analysis, pricing research, pricing research analyst..",861,train
train-14770,solution consultant & solution analyst.,Job Title: Solution Consultant . Location: Gurgaon Exp: 8-10 Years,6-11 yrs,,"Mumbai, Gurgaon",10to15,"solution consulting, post sales, business analyst, solution analyst..",4672,train
train-14771,lead engineer,Agile software development methodology experience and test-driven development experience;designing,7-12 yrs,,Bengaluru(Whitefield),25to50,"core java, drools, spring boot, j2ee, rest, design patterns..",2329,train
train-14773,business analyst ( annuity/ insurance domain),Goal driven should be focused on helping clients meet their requirements by developing answers and,6-11 yrs,,Hyderabad,10to15,"gap analysis, visio, excel, data mapping, administration, team leading..",4272,train
train-14776,analyst / sr. analyst - scheduling ( wfm / resource planning ),"Minimum 3 -4 years of call center experience, 1-2 year in scheduling role;Good exposure to workforce",3-6 yrs,,Gurgaon,3to6,"wfm, scheduling, workforce management, contact center, advanced excel..",4798,train
train-14779,senior information security analyst (security engineering),"Security and network certification required (CISSP, CCNA, etc.);Requires 5 years of related experience",5-8 yrs,,Bengaluru,10to15,"information security analyst, security engineering..",1020,train
train-14780,product manager,Keen powers of observation to help understand and internalize the most minute of details in various,1-5 yrs,,Bengaluru,3to6,"evangelizing, product management, business case, analytical ability..",4999,train
train-14782,"manager, user experience design",Experience is managing a globally distributed design teams;We are looking for a user- experience,4-8 yrs,,Pune,6to10,"javascript, flex, lan, application support, coding, internship, css3..",1526,train
train-14783,business analyst | ezeego1,To understand the business requirement and accordingly present with right business module &,2-5 yrs,,Mumbai(Marol),6to10,"business analysis, market research, company profiling, swot analysis..",1450,train
train-14784,operations analyst/sr analyst - ccna,"Strong candidates should have prior experience in software product development, team management, and",3-6 yrs,,"Delhi NCR, Gurgaon",15to25,"networking, software product development, metrics, continuous improvement..",1988,train
train-14789,product analyst - strategy & roadmap,Job description Summary :- BigFoot Retail Solutions has defined what sell-side E,1-3 yrs,analytics,Delhi,10to15,"product analyst, product strategy, product development, data analytics..",2388,train
train-14792,tendering manager and government liaisoner,Someone with a rich and diversified experience on working with the government space for at least 3 years,3-7 yrs,,Delhi NCR,3to6,"bidding, e - governance, business development, tendering, solar..",2438,train
train-14796,systems analyst,Description Exp 3 5 years Must have experience Hands on experience in Informatica Designer Components,3-5 yrs,,Bengaluru,3to6,"unix, linux, informatica, troubleshooting, workflow, performance tuning..",4541,train
train-14797,data architect - big data/spark/linux,"- 6 or more years experience contributing to R&D and production deployments of large backend systems,",8-13 yrs,,Bengaluru,15to25,"data architect, big data, spark, linux, scala, kafka, hbase..",563,train
train-14798,category head - ecommerce,A leading Ecommerce Player - Responsible for the overall strategy of the product/service,9-14 yrs,,"Delhi NCR, Noida",25to50,"marketing, sales, market analysis, strategy, business growth, e - commerce",481,train
train-14799,scrum master/program manager - bi/dw,- 3 + years experience building repeatable processes;- 5+ years overall IT experience;- 5+ years of IT,5-10 yrs,,Bengaluru,10to15,"it project management, pmp, program management, project delivery..",3998,train
train-14800,technical support engineer - sdk,Good knowledge of any of the following object-oriented languages is mandatory C# / Java / Swift /,3-8 yrs,,Bengaluru(4th Phase JP Nagar),0to3,"ios, swift, it support, support services, mobile device management..",4744,train
train-14803,"e-4/e5, manager/sr. manager (projects and o&m)",The applicant should be in immediate lower pay grade or equivalent grade or higher;Engineering Graduate,12-15 yrs,,"Hyderabad, Vijayawada",6to10,"material planning, mis preparation, network analysis, invoice verification",643,train
train-14805,hr program specialist - coaching,"8-12 years relevant work experience, multinational/global professional services;We make significant",8-12 yrs,,Gurgaon,10to15,"coaching, performance review, hr, talent development, talent management..",4904,train
train-14807,senior officer - mis,"consumer shopping experience on the Myntra App; 3+ yrs of work experience (Retail, Digital or",1-2 yrs,,Bengaluru,3to6,"business modeling, business analysis, sql, analytical skills",2858,train
train-14811,business analyst,- 4+ years of experience as a Business Analyst with at least 3 - 5 projects/products lifecycle,4-6 yrs,,Chennai,6to10,"prototype, requirements, business analysis, java, j2ee, html, javascript..",4215,train
train-14815,trading head - market making/high frequency trading - iit/ nit/ bits,- A minimum of three years prior experience in a similar role;- A strong academic background from a,3-8 yrs,,Anywherein India,25to50,"high frequency trading, trading, market making, trading strategies",3319,train
train-14819,eagle pace developer - oracle pl-sql,- Experience working closely with business partners and ability to speak in their terms based upon prior,4-9 yrs,,"Hyderabad, Chennai",10to15,"sql, oracle pl, plsql, autosys, eagle pace, production support..",4272,train
train-14821,hiring buyer - home || retail large format brand based at mumbai,Must have handled end to end Home Furnishing,6-11 yrs,,Mumbai,15to25,"private label, vendor management, buyer activities, buying, team management..",4564,train
train-14828,oracle/informatica production support,- Experience in developing low level design for the warehouse solutions or experience in supporting Data,2-7 yrs,,Delhi NCR,15to25,"sql, data modeling, oracle, informatica, unix shell scripting..",3290,train
train-14829,manager/senior manager - paid media - digital agency-powai,Minimum 4 years of experience in PPC management;Experience of handling a team;Should have completed,2-7 yrs,Analytics,"Mumbai, Bengaluru, Gurgaon",3to6,"google adwords, digital marketing, google analytics, ppc, yahoo, facebook..",1398,train
train-14830,seo executive - urgently required,"SEO, Search Engine Optimization, Off Page, On Page, SMO - Good knowledge in off page SEO",0-1 yrs,,Delhi NCR(DaryaGanj),0to3,"seo executive, seo expert, seo smo executive, seo specialist, search engine..",4042,train
train-14833,"systems engineering, analyst",Experience in Network troubleshooting for web based applications;Experience in troubleshooting web.config,2-5 yrs,,Bengaluru,6to10,"sql, windows, iis, cisco, vpn, ftp, ssl, capacity planning, backend..",1526,train
train-14835,training lead - project management,- Experience working with internal/external stakeholders across multiple geographic regions;- Experience,5-8 yrs,,Mumbai,15to25,"process management, project management, operations management..",1397,train
train-14836,vice president pmo,Overall post-qualification experience of around 14-16 years with about 7-8 years of relevant experience,12-15 yrs,,"Delhi NCR, Gurgaon",25to50,"project management, pmo, pmp, business analysis, stakeholder management..",3319,train
train-14837,"senior system analyst, natgrid - 1 year","6600/- and above, with at least 8 years experience in IT Domain with minimum 6 years in requirements",8-13 yrs,,Delhi NCR,0to3,"program management, change management, project support, change control..",2889,train
train-14838,associate vice president,Managing and maintaining the ECL and VaR model Design and,5-10 yrs,analytics,Chennai(City Centre+1),15to25,"ecl, risk analytics, python, r programming, vba",2026,train
train-14840,talent branding - assistant manager,"Hands on experience with paid promotions on social, SEO/ SEM, marketing database, email, social",7-11 yrs,,Bengaluru,6to10,"crm, online marketing, seo, marketing strategy, digital marketing..",2840,train
train-14842,planning engineer- civil projects,Graduate Civil Engineers with 5 -12 years of experience in Planning and Monitoring of works of large,5-10 yrs,,Oman,10to15,"primavera p6, planning engineering, project management, civil engineering..",603,train
train-14847,.net with angular developers,"5+ years of industry experience as a professional software engineer building multi-tier, scalable,",5-9 yrs,,Bengaluru,10to15,"entity framework, javascript, sql server, css, microsoft azure, c#, tfs..",4727,train
train-14849,sre engineer,1-2 years of experience in developing/operating large scale cloud based distributed applications;If you,2-6 yrs,,"Trivandrum, Kochi, Bengaluru",6to10,"product marketing, production management, microsoft azure, web services..",1305,train
train-14850,hiring for district sales officer,Stationery industry candidates would be given,1-5 yrs,,Guwahati,0to3,"sales, distribution management, competitor analysis, distributor sales..",2507,train
train-14851,data analyst,Should have good working experience on Data Analytics;Should have good working experience on Data,4-7 yrs,Analytics,Chandigarh,3to6,"javascript, html, jquery, node.js, php, postgresql, c#, front end, sql..",3457,train
train-14856,python automation engineers with development // nouveau labs,The core business of the company is to provide world-class experience & out-of-the-box solutions,3-8 yrs,,Bengaluru,15to25,"git, linux development, version control, python, unix, virtualization..",3025,train
train-14857,manager 2 inside sales,Drives superior customer experience by delivering technology solutions tailored to customer needs while,4-6 yrs,,Bengaluru,6to10,"field sales, inside sales, competitive analysis, customer experience..",1173,train
train-14858,senior analyst - hrbp - chennai - 4.5 to 8 yrs,Good grasp of various HR processes and their impact on employee experience;Should be,4-9 yrs,,Chennai,10to15,"hrbp, hr business partner, employee engagement, retention, grievances..",1663,train
train-14861,senior audit specialist,"In order to achieve his/her mission and targets, the Senior License Audit Specialist must engage and",3-5 yrs,,Bengaluru,3to6,"business development, strategy, qualitative analysis, project management..",3675,train
train-14862,kgs: bangalore | rc: actuarial-life insurance,3.Prior experience with actuarial modelling software is a plus;2-6 years of experience into Life,2-6 yrs,,Bengaluru,0to3,"actuarial, reserving / reporting, life insurance",2362,train
train-14865,delay analyst / claims analyst / forensic planner,"7 or more years as project and forensic planner, out of which 3 or more years in Forensic Planning,",7-12 yrs,,"Mumbai, Italy",6to10,"project planning, primavera, impact analysis, report writing, due diligence",4387,train
train-14868,bigdata lead developer,- Have experience working in real world big data solutions in the area of Big Data and Analytics;- Have,8-12 yrs,Analytics,Kolkata,10to15,"hive, flume, sqoop, impala, spark, hadoop, hbase, nosql, cloudera..",3458,train
train-14869,analyst/sr. analyst,Looking for B.sc (Math/Stats) OR M.Sc (Maths/Stats) Freshers. Job role will be into,0-2 yrs,,Mumbai,10to15,"bsc, msc",4893,train
train-14872,business analyst - political consulting firm - iit/nit/du/bits/nlu/iim,"You have 1-4 years of relevant experience in the field Analytics/Data Science, designing &",1-6 yrs,Analytics,Mumbai,10to15,"excel powerpoint, sql, vba, macros, data science, data analysis..",16,train
train-14877,microsoft sql server integration services,Accenture Technology powers our clients businesses with innovative technologies established and emerging,3-6 yrs,,Bengaluru,3to6,"business intelligence, coding, business process, outsourcing, operations..",190,train
train-14880,temenos t24,Accenture Technology powers our clients businesses with innovative technologies established and emerging,2-5 yrs,,Chennai,3to6,"scheduling, gap analysis, outsourcing, financial reporting, temenos t24..",190,train
train-14881,sharepoint administrator required_lelab software pvt ltd_trivandrum,Should be able to think and work quickly to remedy system shutdowns or serious software problems;Some,4-8 yrs,,Trivandrum,3to6,"education, computer science, html, software development..",2494,train
train-14883,ucce contact center l2 with synophic systems bangalore.,o Good knowledge and experience with Cisco Contact Center implementation and deployment including,4-7 yrs,,Bengaluru,6to10,"sip, h323, cucm, mgcp, voice gateways, cisco ip telephony, networking..",4203,train
train-14885,human resource/recruitment associate (technical - developers/system te,Give an unparalleled candidate experience which exceeds expectations of the candidates available for,3-8 yrs,,Noida,10to15,"hiring, interviewing, recruitment, sourcing, hr, system testing..",3320,train
train-14886,head hr,Job Description Increase business span through appropriate hiring and ensuring adherence,4-8 yrs,,Mumbai,10to15,"hr policies, recruitment, training need analysis, hr operations, benefits..",1169,train
train-14887,"hiring up for ""data scientist"" for leading mnc's @ bangalore","Data Scientist with 3+ years experience, including experience in implementing end to end large Analytics",4-9 yrs,analytics,Bengaluru,15to25,"arima, r, predictive analytics, logistic regression, predictive modeling..",7,train
train-14889,senior manager - pricing analytics,This individual receives general direction and will confer with his/her supervisor on a consistent basis,8-10 yrs,Analytics,Mumbai,6to10,"product sales, data visualization, product management, operations research",1720,train
train-14891,security solution architect / qradar sme,1. 10+ years of Technical Consulting/Sales/Architecture experience in Security Solutions ;3. Must have,10-18 yrs,,"Bengaluru, Delhi NCR, Mumbai, Hyderabad, Chennai, Pune",25to50,"siem, qradar, soc, network security, arcsight, archer, soar, qroc..",1871,train
train-14892,content curation,B:Resource should have very good communication skill since he/ she will be from facing multiple teams to,2-5 yrs,Analytics,Kolkata,3to6,"python, open source, analytics, machine learning, outsourcing, operations..",190,train
train-14895,agm - transactional quality - blackbelt - bpo,"- Around 10-20 years, with approx 5-10 years of BPO experience mandatory;- Certified Six Sigma Black",10-20 yrs,,Hyderabad,25to50,"six sigma, mbb, business excellence, operations, black belt..",2181,train
